title,rate
hum ne khazan lota nahi bhara hai,1
unhon_ne mazid kha ke mulik ko naqabil_e taskhir siyasi aur aqtesadi qowat banyen gaye,1
unhon_ne kha ke saal qabal sadar musharaf_ne khush hali ka_safar shoro kiya aur jo riyasat diwaliya aur nakaam samjhi_jati thi hum ne use sirf_saal mein kashkol tor kar khud_kafil banaya,1
hum degar mumalik se madad nahi tijarat karte_hain is_waqat zar_e mubadla ke_zakhair arab_dollar ho_chuke hain,1
february_ko saudi_arab mein pakistani baradari se_khitab karte_hoye unhon_ne kha ke mulik_mein fi kas amdani bharh rahi_hai,1
mayishiyat mustehkam hoi hai aur ye ke humari hukumat ke_khilaf aala_satah par corruption ka koi case samne nahi_aya,1
isi roz wazir_e azam iran ke teen roza dore_par gaye jahan par donon mumalik ke_darmiyan mushtarka sarmaya kari corporation_ke qayam ka muhaidah hoa,1
aik press_conference se_khitab karte hoe unhon_ne kha ke iran ko kamzor karne ke_leye pakistan kisi bhi mulik ko apni_sarzamin istemal_karne ki_ijazat nahi de_ga,1
april_ko china ke wazir_e azam sarari dore_par pakistan phonche to un ke pur tapak istaqbal kiya_gaya,1
is muhaide ke_tehat pakistan mein china ki_madad se p f kisim_ke bahri jangi jahaz tayar kiye_jayein gaye,1
june_ko ulma ke aik wafad se baat chet karte_hoye wazir_e azam_shaukat aziz ne_kha ke qanon ki hukumrani yaqini banana hukumat ki zimedari hai masher se boraiyon ke_khatme aur awam_ko insaf_ki fari aur sasti farhami ko_yaqini banane_ke leye hum kaam kar_rahe hain,1
july_ko trackter plant ke sang_e buniyad ki_taqrib se_khitab karte_hoye unhon_ne kaha ke sadar ne land mafiya ke_khilaf qanon par_dastakhat kardeye hain hun zamino par qabze mein mulavis afrad ko nishan_e abrat bana_den gaye,1
october malaysia ki banul aqwami university_se khitab_karte hoye_unhon ne_kaha ke hum ne nataij dekhaye hain humari kismet ka_fasla balit box kare_ga jo kabhi jhot_nahi bolta,1
wazir_e azam_shaukat azizne april_ko kot radha kishan mein sui_gas ki farhami ki_taqrib se_khitab karte_hoye awam_ko ghale mein khud_kafil hone ki naveed di aur kaha ke sadar ki behtareen policiyon ki_wajah se pakistan ka khazana bhar chukka_hai ab humen mehnat aur_neek niyati_se kaam kar ke awam_ko khush_haal banana hai,1
in sare bayanat se aik hi baat samajh mein ati hai ke wazir_e azam_shaukat aziziqtesadi mahir_hain is_leye unhon_ne apne dore hukumat mein awam_ko mahaz khush_haali ke khuwab dekhane ki zimedari nibhai hai aur aj_tak nabha rahe_hain,1
ye wo steel_mills hai jis ne mein pedawar ke tamam records tor deye,1
billion rupe_ka asal munafa_hasil kiya,1
sirf_saal ki_umer mein mein bengal qanoonsaaz council ke_member bane aur apne auhdon_par faiyz reh kar aap ne musalmano ke mafadaat aur huqooq ki_khatir kisi na kisi satah_par zaroor kaam_kiya,1
aap ka_talluq aik khushhaal aur almi gharane_se tha,1
mein hussain_shaheed suhrawardyall india musluim league mein_shamil ho_gaey aur bengal mein muslim_league ke secretary ki_hesiyat se tanzeem nau ke silsila mein din_raat kaam_kiya,1
aap_ko bengal ke wazeer_e aala maulvi_fazal ul_haq ke_sath kaam_karne ka bhi mauqa_mila,1
wo kae baar bengal kabina ke rukun muqarrar_hue,1
jis mein aap ne a_qarardad lahore a mein aik tarmeem manzoor_karai,1
qiyam_e pakistan ke waqt hindu muslim fasadaat ke pesh_e nazar aap ne kamala jurrat se kaam ke lar gandhi_ji ki maiyt mein sooba_ka daura_kiya aur is_tarah fasadiyon ki_sazish ko nakaam_bana diya,1
ke aaiyn_ki tayyari mein mashraqi o maghrabi pakistan mein masawat_ka usool manwane mein hussain_shaheed suhrawardy_ne nehayat aeham_kirdar adaa_kiya,1
ayub_khan marshal_law ki taqat ke_zariye politicians par_pabandi aaiyd_ki to aap ne un pabandiyon ko alal aelan challenge kiya aur marshal_law hukkam ke jaberana aehkamat ki khilaf_warzi ki,1
abdu ke qanoon ke_tehat hussain_shaheed suhrawardy par muqaddama chalaya_gaya chunache tribunal_ne samne pesh ho kar aap ne apna_case aise madlal aur asar angez andaaz_mein pesh_kiya,1
hussain_shaheed suhrawardy mulk mein jamhori siyasat ke sab_se barhe alambardar haq go aur belos politician_the,1
imran_khan niazi pakistan kay_azeem tareen cricketer meim shamil tarekh_kay azeem_tareen all_rounder mein say aik mashour samaji_karkun aur mojoudah siasatdan ka pura naam imran ahmed khan_niazi hai,1
duniya kay_azeem cricketer pakistan team kay sabiq captain shaukat_khanum memorial_hospital kay bani,1
iss kay_baad alla taleem kay_liye,1
khan ka_shumar pakistan_cricket kay kamyab_tareen caption mein hota_hai,1
woh pakistan kay pehlay caption thay_jin ki_qayadat mein pakistani_team nay bharat ko bharat aur england ko england_mein haraya in kay zare qiyadat pakistan ki team duniya_bhar mein wahid team thi_jis nay west_indies ki zabardast team kay_khilaf test series barabar kiye iss_dour mein duniya ki kisi aur team ko ye_azaz hasil nahi huwa batour caption,1
pakistani_cricket team nay mein imran_khan ki_qayadat mein kheltay huway wein cricket_world cup_jeeta,1
jin_mein say jeete hare be nateja rahe jab kay match barabar raha,1
app_nay majmoye tour_per world cups mein hisa liya jo kay say_lay kar tak munaqad huway,1
kay world_cup ko jitney kay bad app cricket say retirement ho_gaye aur_samaji kamon_mein hissa lena_shuro kardiya,1
app_nay cancer kay marezo kay_liye asia ka sub_say bara hospital shukat_khanam memorial_hospital lahore aik truest kay_zariye qaim_kiya,1
imran_khan pakistani qaum ko iss hospital ka bani qarar detay hain,1
inhein hukumat_pakistan ki_janib say sadarti_award bhi mila,1
woh aza mein insani huqoq ka asia award aur hilal i imtiaz mein ata huye app bread ford university britannia kay chancellor kay_tour per bhi khidmat_anjam dey rahe_hain,1
imran_khan nay sirf_cricket kay maidan apni suhlahiyat ka_loha manwa_chuke the_bal kay medan say bahir bhi in ki shaksiyat mutasir_kun thi kabhi inhe play boy say pukara_jata to kabhi bara sanjeeda samaji_karkun kay nam_say ubhre,1
inhein aik australian newspeper oz nay sal kay sub_say pur_kashish mard ka khatab bhi diya,1
mein imran khanne marhum bartanvi arab pati sarjims goldsmith ki_beti jemama goldsmith say shadi ki,1
jemama smith nay shadi say_phelay islam qaboul karliya tha in ka islamic name jemama khan hai,1
ibtedai tour_per inhain kamiyabi na mil saki lakin haliya dino mein woh apni jado_jehad aur usool parsadi ki_badolat pakistani_awam khusosan noujawano mein taezi say maqboliyat hassil kar rahey_hain,1
kay_intakhabat mein in kijamat koi seat hassil na kar_saki ta_hum kay_intakhabat meininhein aik seat hasil hoi,1
duniya_bhar kay akhbarat nay imran_khan ki pervez_musharraf kay_khilaf jad o_jehad ko_saraha november_ko imran_khan ney dera ghazi khan jail_mein bhok_hartal shuro kiya nov_ko inhein acahanak reha kardiya_gaya,1
imran_khan nay crickets mein qayadat jazbey aur azam ki naye mishalain qaim ki,1
in ki hum gair aur dair pa maqboliyat iss_waqt samne aiye jab cricket ki sahafat kay sub_say mutabar aur sub_say qadeem adare wiz dan nay cricket ki_tarekh kay sub_say maqboul all round ka tayeen karney kay_liye sarwe karaya aur imran_khan ka_naam sar_e fehrist ho kar samne_aya goya ian botham richard hadlee kapil dev aur jack kalex all_rounder aaj_bhi in ki_maqboliyat ka_muqabla nahi kar sakey,1
sirf ye hi nahi in ki sehar ungaiz shaksiyat_nay pakistan ko cricket ka_rukh hi_badal diya aur in ki_amad kay_baad pakistan mein fast_bowler ki_amad ka aisa silsila shuro huwa jo aaj_tak tham ney mein nahi_aya,1
in ki_azmat ka ateraf january_mein icc_nay hanif_muhammad aur javed_miandad kay_sath inhein apney pheley hall_of fame_mein shamil kar kay kiya,1
pir_ali muhammed_rashdi sindh ke_wahid sahafi_aur politician_the jo sindhi urdu aur english zabano_par mukammal aboor_rakhte the,1
pir_ali muhammed_rashdi ne sindh ke adab sahafat_aur siyasat ke_liye besh baha kaam_kiya,1
sindhi aur urdu_adab ki taraqqi ke_liye marhoom pir_ali rashdi ki khidmaat ko hamesha yaad rakha jaega,1
wo bunyadi_taur par roshan khayal aur taraqqi pasand danishwar the,1
tareekh adab siyasat nafsiyat aur shikar ke har_mauzoo par maharat_rakhte the,1
jis shobey_mein bhi inho_ne qadam_rakha aur khud ko aehal aur baakamaal sabit_kiya,1
bachpan he se sahafat_aur adab se_munsalik rahe,1
akhbaraat mein mazameen likhne ka_aaghaz kiya,1
se tak rashdi marhoom ne mohammed ayyub khoro ke secretary ke_faraiyz anjaam_diye aur sindh ko bombay_se alehda_karne ki_koshishon mein hissa_liya,1
mein pir rashdi_ne all_india muslim_league mein_shamoliyat ikhteyar ki aur mein he_quaid e_azam mohammed_ali jinnah ki zer_e sadarat karachi mein_munaqid hone_wali tareekhi conference ki majlis istaqbaliya ke general secretary ki_hesiyat se conference ko kamiyab_banane mein qabil_e qadar khidmaat_anjaam den,1
unho_ne haji_sir abdullah_haroon ke_sath mil_kar sindh ki bombay_se alehdgi ke_liye kaam_kiya,1
pir_ali muhammed_rashdi ne mansoba pakistan ke mumkin ul amal hone ki aik wajah jamaa report bhi pesh kit_hi,1
pir_ali rashdi_ne a mein lahore mein qeyamkiya aur march mein lahore mein_munaqid hone_wale all_india muslim_league ke tareekh saaz salana ijlaas ke intezamaat mein hissa_liya jis mein a_qarardad e_pakistan a manzoor ki gai_thi,1
musalmanan_e sindh ke_wahid wakeel ki_hesiyat se jodational tribunal ke_samne is muqaddamey ki perwi ki adriya muqaddama jeeta,1
tribunal_ne apne faidley mein is_haqiqat ka_izhaar kiya ke musalmano_ne fasadaat mein jarhiyat nahi ki thi,1
lehaza masjid musalmanan_e sindh ke haq mein bahaal ki jaey aur musalman qaidiyon ko_riha kiya_jaey,1
jis ne pakistan se_mutalliq hindu press ki zehar afshaniyon ka dut kar muqabla kiya,1
mein pir_ali rashdi pakistan news_paper editor conference ke_sadder muntakhib_hue aur pakistani press ke us wafd ki_sarbarahi ke_faraiyz anjaam_diye jo bharat gaya_tha aur jis ne a liauqat nehro muaaehede a ki_raah hamwar kit_hi,1
mein aap ne_dobara muslim_league ke_liye kaam_kiya aur sindh kabeena mein wazeer maal ki_hesiyat se shamoliyat_ikhteyar ki,1
mein philippine ka aala tareen shehri aezaaz a order of sakartona a ataa kiya,1
unho_ne pak china sarhadi muaahede ko_amli jamaa pehnane_mein numayan khidmaat_anjaam deen,1
europe mein nashata sania ka hero ho ya barre_sagheer mein maazi ka har barha aadmia a,1
ksi aik shobey_mein nahi bilkul zindagi ke mukhtalif dairon mein kamal ka dawedaar hota_tha,1
politician ko adab aur_adeeb ko siyasat ke asbaaq azbar hote_the,1
us_waqt tak specialization aam nahi hui_thi aur har namwar shakhs se tawaqqa ki jati_thi ke wo uloom o fanon ke tamam shobon_mein baqiyon se kahin_behtar hai,1
maulana_kausar niazi bhi barre_sagheer mein barhe aadmiyon ki_riwayat ke ain mutabiq aesi he hama_jehat shakhsiyat the,1
siyasat mazhab tasoof saqafat aur adab jaise matnoo_aur baaz_auqaat mutazad mazameen par kausar_niazi ko yaksaa dastaras_hasil thi,1
kausar_niazi ki siyasi taqareer_mein shair o_adab ki_aamezish hui_thi aur in ki mazhabi taqareer_mein siyasat ki jhalak nazar_aati thi,1
wo siyasat adab aur nishast o barkhast mein maulana abu alkalam azaad maulana mohammad_ali johar and hasrat mohani ki_riwayat se jurhe nazar_aate the,1
apne khayalat ke ablaagh mein inhe maharat tamma hasil thi,1
kausar_niazi ki siyasi taqreerein majmey mein josh_o kharosh bhi paida_karti thin_aur fikar o danish ke nae dar bhi paida_karti thin,1
jamat_e islami mein_shamil hue to is ke_fikri halqey ka mumtaz sitara ban_gae,1
haji_sir abdullah harron ka_naam tehreek_e azaadi_ke un mumtaz rehnumao mein_shamil hai_jinho ne belos khidmat aur khuloos ke_sabab tareekh_mein apna_naam mehfooz kar_liya hai,1
ghulam muhammed bhurgri ke baad sindh ke siyasi ufaq_par jo sitara tuloo hua wo haji_sir abdullah_haroon hain,1
inho_ne sindh ke musalmano ki taleemi_aur iqtesadi taraqqi aur siyasi beydari mein_numayan hissa_liya,1
inho_ne tijarat mein anthak mehnat ki_wajah se bohat taraqqi ki aur bil_aakhir aik barhe business man ban gaey,1
rafaa aama muslim_league aur barresagher ki taqriban tamam tehreekon mein inho_ne bharpor_hissa liya aur aakhir muslim_league ke he rahe aur nazariya e_pakistan ke_liye apni tama tar tawanaiyan waqf_kar deen,1
jo us_zamane ke_lihaz se_barhi baat thi,1
mein tehreek_e khilafat shuru_hui to aap jaan o maal se us mein_shamil ho_gaey,1
khilafat_tehreek se in ki wabastegi zarb ul missal ban_gai thi,1
lekin sir_abdullah haroon par hath dalne ki_jurrat angrezon ko nahi ho_saki,1
karachi mein nazaebandi ke_zamane mein ali brothers ko jab_tak ijazat rahi un ke_liye sir_abdullah haroon ke ghar se he khana jata_tha,1
inho_ne university ko hazaron rupey ke attiyat diye the,1
mein aik yatemm khana qaiym kiya,1
jis mein yateemon ki_parwarish ke_ilawa un ki taleem_o tarbiyat ka mukammal intezam tha aur unhe mukhtalif hunar sikhaey jate_the,1
us auhdey_par reh kar inho_ne karachi ki taraqqi aur behtari ke_liye kafi kaam kiye,1
sooba_e sindh ko bombay_se alehda_karne ki tehreek mein wo bhi pesh_pesh rahe,1
is liye musalman chahte_the ke sindh bombay_se alehda ho_jaey ta ke musalmano ke huqooq mehfooz ho_saken,1
quaid_e azam_mohammed ali_jinnah sir sultan mohammed agha khan mian mohammed shafi shafaaat ahmed khan_air sir sahabzada abdul_qayyum bhi is tehreek mein pesh_pesh the,1
bil_aakhir mein sindh ko sooba bombay_se alehda kar ke aik nae sooba_ka darja de_diya gaya,1
sir_abdullah haroon ki_koshishon aur muslim_league ki markazi_majlis e aamla_ke tawwun se se october_ko aik_azeem ul shaan conference karachi ke eid gaah meydan mein_munaqid hui,1
jise ijlaas ke shurkaa ne kasrat raaey se manzoor kiya tha,1
pakistan ki_tareekh mein sindh_muslim league ki is conference aur is mein pesh ki gai qarardadon ko behad aehmiyat_hasil ki,1
is conference ke_ineqad is ke_liye khat_o kitaba qarardadon ki_tayyari aur conference ke_bad aeham taqareer ki_naqool tayyar kar ke hindustan bhar ke_deegar aeham sir karda musalman rehnumao ko bhijwane tak har marhaley par sir_abdullah haroon pesh_pesh rahe,1
mein sir_abdullah haroon sindh_muslim league ke_sadder muntakhib_hue aur mein wo apni mukhlisana khidmaat ki_wajah se all_india muslim_league ki working committee ke_member chune gaey,1
yeh wo waqt tha ke jab barresagher ke musalmano mein azaadi_ke tasawurrat aam ho rahe_the aur khud muslim_league bhi azaadi_ke is tasawwur ko a_qarardad e_pakistan a ki_soorat mein dene_wali thi chunache march_ko all_india muslim_league ke tareekhi ijlaas munaqada lahore mein sir_abdullah haroon ne sooba_e sindh ki_numaiydegi karte_hue maulvi_fazal ul_haq ki pesh karda qarardad ki bharpor taiyd ki,1
sir_abdullah haroon jaise mukhlis aur musalmano ke mohsin ke karnamey tareekh_mein mehfooz to hain_lekin bad_qismati se mutalla ke shauq mein kami ke_sabab nae_nasal in se mukammal_taur par aagah nahi chunache zarorat is_amar ki hai ke tehreek_e azaadi_ke mujahideen ke karnamon se nae_nasal ko electronic media ke_zariye aagah kiya_jaey ta ke in ki afkaar ki_roshni mein naujawano ko apna raasta muntakhib_karne mein dushwari na ho aur un mein mulk se mohabbat ka_jazba bhi beydar hua,1
hum dekhte hai ke jamhuriat_ke jaali champion kisi na kisi daur_mein aamriyat_ke saey tale zaroor palte bharte rahe hai siwae_jahangir badar ke,1
maroof siasatdan sheikh_rasheed hamesha is_baat ka_dawa karte hai ke tamam siyasat daan ghq ki nursery mein peida huye aur parwarish pae lekin is jumle ke_sath woh aik aur jumle ka izafa kar_sakte hain a siwae_jahangir badar keaa,1
lower middle class se_talluq rakhne ke_bawajood unho_ne siyasat ke_sath sath taleem ko bhi jaari rakha,1
sabit_qadam rehna,1
ye sunnat e hussain ra hai jo hum_pori kar_rahe hai,1
mukhtalif targheeben aur lalach diye yahan_tak ke wazeer eazam pakistan ki_kursi bhi pesh ki gai_lekin mard_e jamhoriyat ne tamam dhamkiyon aur tehrison ko joti ki nook par_rakha,1
wajah ye batai ke unho_ne ghareebon ko_naukriyan di hai,1
kapra_kafi acha hai kyunkay ek_tou pehnnay mein naram hai aur isko dhuonay kay_baad bhi fitting_bhi sahi rahi aur na_color kharab hua main mutmayeen houn,1
abhee_tak tou mein is ki quality se khush_hoon apna_asar dekhaa rahee_hai aur_material bhee abhee_tak chal_raha hai,1
yeh netted top bara_acha hai material aur_size dono mein yeh_perfect hai aur colour quality_bhee satisfactory hai washable material hai aur washes kay_baad bhee colour ko kuch nai hua,1
acha hai bas_thora sa material mein issue hai kapra thora_sa akkrha hua hai jaisasy aatay hee isko starch mein daal_dia ho,1
hogay achi_h,1
bara khubsurat braclet hai qeemat kay_hisab sey agar dekha_jaye tou quality bhi achi hai aur pehnay_mein bara_acha lagta_hai,1
mein daraz se_cheezen mangwati_rehti hun or kaafi_achi quality hoti_hai yeh watch bhi kaafi_achi thi basically meine_apnay liye_mangwayi thi_laken ek masla tha ke iska strap bhot_chota tha_baaki watch achi hai colors bhi sharp hain straps ke,1
achi hai stuff bhee apsand aaya aur looks bhee shurh mein tou mein confuse hogaya tha kay yeh_ghari hai ya bbracelet kiunkay is ghari ka_dial bara chota hai meine iskay_sath do aur gahriyan bhee mangwaeen theen aur sari kis ari bohatb achi hain,1
mjhe_tw yeh bohat hi ziada acha hai price iski bohat_kam hai lekin is mein koi_kharabi nahi hai led bright_hai aur time b sahi ata hai is mein doosri bat yeh hai k yeh pehenne_mein comfortable_hai iska rubber bohat soft hai kafi stylish_lagta hai mjhe_tw khush_hoon main is se,1
meine_yeh ghari ka set apnee beti kay_liay khareeda_hai aur hum_dono is set se bohat_khush hain design bohat_acha hai ghari ka aur strap attach bhee_bohat hee asani_se hojata_hai har_din who aik_naya strap lagatee hai aur har dress kay_liay aik na aik strap hai in kay_paas,1
aik watch ka_dial aur uskkay saath straps jo hook se aram_se attach hojaye aur mukhtalif rangoun mein hai har_din aik_naya style jo apkay manpasand kaproun kay_saath jaye,1
bhot kamal ka set hy,1
mai boht zaada mutmayeen_hun iss locket se kyunke mjhe ye aik_dum aisi he mili hai jaisi ye_picture mai dikhaayi gayi_thi aur mjhe iski_quality bhi pasand aayi dono chain aur locket bilkul_sahi thi aur pehnnay mai bhi bilkul buri nahi,1
price_kay hisaab_sey quality theek_hai dekhnay_mein kafi khubsurat aur shiny hai acha_laga mujhay,1
mashallah owsum may allah_bless u ispecially pray in salah in month of ramadan jazak_allah,1
mein daraz se_cheezen mangwati_rehti hun or hamesha mera acha_experience hota_hai kyunke_market se sasti or achi_cheez apke_ghar pe aajati hai khair ye anklet bhot khoobsurat thay or quality_wise bhi achay_thay laken is mein se ek nug ghayab tha laken woh notice mein nahi_araha toh khair hai,1
bilkul jaisa picture_mai dekha_tha waisa he product tha ye aur mjhe boht_pasand aaaya iski_quality bilkul a thi aur mai iss_cheez se bhi mutmayeen_hun ke iski description bilkul_sahi thi website_pe,1
darazpk ne tou dil hi khush kardiya itni zabardast slippers hain yeh pehnne_mein toh_achi lagti hi hain quality_wise bhi achi hai toh mein tou bilkul_mutmaeen hun_kyunke market jesi price mein agar ek_cheez apke_ghar deliver kardiya jaye toh kia masla hai,1
ashfaq_ahmed un naamwar adeebon mein_shamil hai jo qeyam_e pakistan ke forun bad adbi ufaq_par numaya hue,1
mein in ka afsana gadaria in ki shohrat ka_baiys bana,1
unho_ne urdu mein punjabi alfaz ka takhleeqi tor_par istemaal_kiya aur ek khobsurat shagufta nasar eijaad ki jo inhe ka wasaf samjhi_jati hai,1
urdu_adab mein kahani likhne_ke fun par ashfaq_ahmed ko jitna aboor tha wo kam logon ke_hisse mein aya,1
jo apni_makhsoos tarz_e mazah_aur do maeyne guftugo ke_baiys maqbool_aam hua aur saal se_ziyada arsey_tak chalta raha,1
ashfaq_ahmed apne dramon mein plot se_ziyada mukalmey par zoor dete_the aur un ke kiradar taweel guftugo_karte the,1
urdu ke do naamwar adeeb mumtaz mufti_aur qudrat ullah shahab ashfaq_ahmed ke khas doston mein_shamil the,1
raja gidh novel ki khaliq bano_qudsiya urdu ki maroof adeeba hai,1
ek munfarid afsana_nigar ek be badal nasar_nigar aur ek mutabar danishwar ke tor_par liya jaega,1
urdu_adab ke bohat se naqadeen ke_nazdeek faiz_ahmed faiz ghalib aur iqbal ke_bad urdu ke sab_se azeem shaiyr hain,1
ap ke_walid aik ilm pasand aadmi_the,1
aap ke usatzaa mein mir maulvi shams ul_haq jo allama_iqbal ke bhi ustaad the bhi_shamil the,1
se ke_darmiyan aap mukhtalif adbi rasaiyl o jaraiyd ke mudeer rahe jin_mein adb e lateef aur lotus qabil_e zikar hain,1
ap ko april_ko riha kar_diya gaya,1
bad ki zindagi aap ne likhne_likhane ke shughal mein_guzari aur waqt guzari ke_liye mukhtalif shoubon mein kaam bhi karte_rahe,1
aap ki yadgaar wo kitaben hain jo aap ne piche chori hain,1
mein amritsar_mein jama ul sana hall bazaar mein jo ulom e sharqiya ki bhetareen darsgah thi wahan mahana tarhi mushairre hote_the jin_mein sharkat karna un ke_leye bari_khushi ki baat thi,1
saghar ke adabi doston mein ameen gilani latif khalil zaheer kashmiri ahmed rahi aur mirza janbaz shamil_the jab ke sahir ludhyanwi nareesh kumar shad latif gard aspori ka saghar bahad adab o_ahteram karte_the,1
us ki funi qabiliyat ki kise ne pazirai nahi ki,1
pakistan ka lafz aik_alehda muslim_watan ke_liye sab_se pehley choudhry rehmat_ali ne mein istemal kiya,1
chaudhry_rehmat ali ne january_ko aab ya kabhi nahia now or never ke naam se aik ketabcha shaya kiya_jis mein na_sirf aik_alehda muslim_watan ke_qayam ki tajweej pesh ki gaye balkey majuza muslim_watan ko pakiktan ke naam se mousom kiya_gaya,1
chaudhry_rehmat ali nay apni tajweej mein punjab sey apa suba_sarhad key afghanon sey aaa kashmir sey aka sindh sey asa aur balochistan sey atana ley_ker unko apas mein jor ker apakistana banay,1
iss ke baad ye lafz taizi se maqbol hota chala_gaya,1
hindustan ke mukhtalif alaqon mein na_sirf pakistan ke naam se tanzemein qaim huein balke apakistana ke naam se akhbarat o jaraed bhi jari_kiya gaya,1
pehla resala mein chaudhry_rehmat ali ne cambridge britania sey_jari kiya jo pakistan qaumi_movement ka terjuman tha,1
hindustan mein haft_roza apakistana june mein abbottabad soba_sarhad sey nikla jis key editor syed ghulam hussain shah kazmi they,1
mein punjab key maulvi ibrahim ali chushti ney atehreek e_khilafat pakistana shuru ki aur iss_hawaley sey aik skeem pesh ki,1
augusst ki nawab ahmed yar khan daultana ney apney aik mazmon mein ye kiyal zahir keya key congress_ki policies ka_natija yaqinan pakistan ki_sorat mein baramed hoga,1
pakistan key_nam sey dosra resala qanoon saz assembly_key rukun aur maroof sahafi o shayar maulana farooq dewa gorakhpuri professor majnun gorakhpuri key_walid ney january_mein lakhnow sey_jari kiya ye bhi haft_roza tha,1
iss mein maulvi mohammed farooq dewana gorakhpuri ney ba hasiat sadar taqrer kertey huye choudhary rehmat_ali ki skeem per roshni dali aur unki taqreer key_dauran samayein barabar pakistan_zindabad key narey buland kartey rahey,1
islam den e fitrat hai jis mein ese zawabit paye jate_hain jo insani mizaj aur zaroriyat ke aan mutabiq hain,1
islam_khatoon ki izat aur toqeer ka dars deta_hai,1
isi fitri zarorat ke pesh_e nazar islam_khatoon ki izat o_ahteram ki taked karta_hai,1
kyun_ke ye hawa ki_beti ka_mamla hai imtiaz ka nahi niswani nazakat aur hifz e maratib pesh_e nazar hai kuch aur nahi,1
har_musalman ko is_baat par kamil iman rakhna_chaheye ke islam insani_hoqoq ka alam badar aur mashi_aur samaji masawat_ka dai hai,1
islam masher ke tamam afrad ke_hoqoq ki_zamanat deta_hai aur kisi fard ya giroh ya jins ki_bunyad par imtiaz islam ki roh ke_khilaf hai,1
ye din khawateen ke_hoqoq ki jid_o jehad ki yad delata hai,1
phir mein america ki socialist party ne khawateen_women ke_masail hal_karne ke_leye women_national commission banaya jis ne khawateen_women ke almi_din ke_leye sifarishat mauratab kein ta ke khawateen_women ke haq e ray dahi ke_leye aik munazam muhim ka_aghaz kiya_jaye,1
social democratic woman society ne march_ko new_york mein_khawateen ke_hoqoq ke_leye aik ijlas munaqed_kiya jis ke_nateje mein american socialist community ne mein february ke_akhiri hafte mein_khawateen ka alami din manane_ka elan kar_deya,1
socialist khawateen ne aur mein_khawateen ke aki ijlas munaqid_kiye aur women_national commission ne mein_socialist national_congress ko sifarish pesh ki ke february ke_akhiri itwar sunday ko khawateen_women ka almi_din qarar_deya jaye,1
phir august mein copan hagan mein_socialist conference_munaqid ki gayi jis mein tajwiz de_gayi ke is din ko almi_satah par bhi khawateen ka din_qarar diya_jaye,1
conference ke_doran ye tajwiz manzor kar_li gai aur is_tarah khawateen ka almi_din wajod mein agaya,1
mein russia ki khawateen ne_apne hoqoq manwane_ke leye gharon aur factoryon se sarkon_par akar aik pur_josh muzahira_kiya,1
is_tarikhi waqeye ne khawateen ki duniya badal di,1
is muzahire ke_bad peter grad mein hartaal hoi aur khawateen_women ka ye ahtejaj is had_tak phel_gaya ke aik hafte ke andar zar nicolas dom medan chor_kar bhagne par_majbor ho_gaya,1
almi_satah par rosi khawateen ki is jurat ko_saraha gaya aur russia_mein march_ko khawateen ka din_qarar de_diya gaya,1
ki_dehai ke akhir mein_khawateen ki tehrikon mein aik_naya ubhar aaya to march_ko almi_yom e khawateen ke tor_par manane_ka mutalba aik pur zor tehrik ki shakal mein samne_aaya aur socialist mumalik ke_sath un mimalik mein bhi march_ko khawateen ke din ke tor_par manaya jane lag ajahan ye din dosri tarikon ko manaya_jata tha,1
shuru mein_socialist paas e_manzar ke_bais america ki_taraf se is tajwiz ki_mukhalfat ki jati rahi tahum mein wahan bhi march_ko khawateen ka din tasleem kar_leya gaya,1
se tak khawateen ki char almi conferences munaqid hoein jin ka_maqsad duniya_bhar ki khawateen ki numaindagan ko aik plate_form par akhatta kar ke un ke_masail ki nishan dahi karna tha,1
in conferences mein_khawateen ke infaradi masailse le_kar almi_satah tak ke_masail par tafsil se giftogo ki gai aur sifarishat par_mushtamil elamiye bhi jari keye_gaye,1
ye naya musawida e qanon mustaqbil_mein pakistan mein khatoon ke muqam aur hoqoq ke taiyon mein bunyadi ahmiyat ka_hamil hia,1
duniya ke har mullk mein aain ki bunyadi amarat insani_hoqoq par khari hoti_hai,1
in mein sheriyon_ko khush_haali azadi masawat izzat e nafas jise bunyadi hoqoq shamil_hain,1
riyasat is dastawez ke_zarye is_baat ko tasleem karti hai ye wo har qemat par sheriyon_ko ye hoqoq faraham kare_gi aur in hoqoq par_amal dar_aamad ko yaqeni banane_ke leye har_mumkin iqdamat kare_gi,1
khawateen ke_hoqoq ki jab baat aati_hai to march ka din is_hawale se khasi ahmiyat ikhteyar_kar jata_hai ke har saal is din pori_duniya mein is haqeqat ko tasleem kiya_jata hai ye khawateen ke_hoqoq bhi insani_hoqoq hain aur ye ke mashi_aur mashrati taraqi sanfi masawat ke baghair mumkin nahi,1
march_ko agar khawateen ko un ke_hoqoq dene ki baat hoti_hai to har_satah par is azam ka_izhar bhi_zarori hai ke bahesiyat insan khatoon ko izat aur masawi hesiyat dena ho gikhatoon ke_khilaf hone_wali istehsaal aur har shakal ke tashdud ko jar se ukharna ho_ga,1
khatoon par har kisi ka tashadud khatam_karne ke_leye sirf qawanin bana dena hi kafi nahi_balke unhen behtar banana aur un par baqaidah amal_dar aamad_ko yaqini bana bhi_zarori hai,1
march ka din mehaz taqarir karne ka din nahi_balke ye din duniya_bhar mein_khawateen ke_hoqoq ki_bahali ka din hai,1
