description,length,rate
 intekhabat mein chalaie janay wali mohim kay dauran  december  ko benazir bhutto liaqat bagh rawalpindi say aik jalsay amm say khitab kar kay bahar nikal rahi thein kay unki gari par fairing huie aur uskay sath hi aik falak sagaf dhamaka hua,100,-1
  benazir bhutto jo us waqt awam kay purjosh naron ka jawab daynay kay leye gari  kay hawadan say bahar nikli khari thien buri tarha zakhmi huien aur thori hi dair mein khaliq e haqiqi say jamilien,100,-1
  khuch arsay baad nawaz sharif punjab kay sobai council ka hissa rehnay kay baad  mein punjab kid sobia kabina mein bator wazeer e khazana huya,100,-1
  kay amm intaykahbat (general election) mein mian nawaz sharif qaumi aur subai assembly ki seaton pay bhari aksaryat say kamyab huye,100,-1
   april  ko nawaz sharif nay panjab kay wazir e alla ki hasyat say halaf uthaya,100,-1
  iss kay sath sath mohtarma benazir bhutto ki hukumat kay sath sath unki ikhtilafat  bhi chalti rahi unhon nay mohtarmah benazir bhutto kay khaylaf tahrek adam ataymad mein barh carh kar hissa leya lakin kamyabi hasil na kar sakay,100,-1
  markaz aur suba punjab kay darmyan kashidgi ki fiza baqarar rahi ta waqat kay  august  kay roze sadar ghulam ishhaq khan nay benazir buttu kid hukumat khatam kar deya,100,-1
  iss ithad nay intaykhabat mein numayan aksaryat say kamyabi hasil ki aur  november  kay roze nawaz sharif ko  palimony leader chun leya geya,100,-1
   november  ko nawaz sharif nay wazeer e azam ki haisiyat say halaf uthaya,100,-1
  app nay pehlay daur hukumat mein  kaye aham aqdamat keye lakin iskay sath sath people's party kay sath sath kashedgi ka silsila jari raha,100,-1
  mulk ki saisi surathal tahal puri tarah bahal nahein hui thi iss par hukumat aur aik bari siasi jamat ki mahaz arai nay jalti par tail ka kaam keya,100,-1
  benazir bhutto ki tarah nawaz sharif bhi  (panch) saal puray nahi kar sakay aur president ghulam ishaq khan nay unki hukumat ko bhi taqriban unhi ilzamat kay taihat rukhsat kar deya jo pehlay benazir bhutto ki hukumat per lagaya gaya thay,100,-1
  agar chay mulk ki adalat e uzma nay aik ayni muqadmay kay baad unhain dobarah un kay uhday pay bahal to kar deya lakin phir bhi july  mein sadar ghulam ishaq khan kay sath mian nawaz sharif ko bhi apnay uhday say istayfa dayna para,100,-1
  unkay daur e hukumat mein nawaz sharif datkar unki mukhalfat kartay rahay,100,-1
  nawaz sharif nay  june  ko qaumi assembly mein mehran bank scandal mein sadar pakistan kay maluwis honay kay sabot faraham keye,100,-1
  june  ko bujat par bahas kartay huyae kaha kay bajat masakh shudah haqayaq ka majmua hay  july ko aik baray jalsa e amm say khaytab kartay huay kaha kay ajj mulk ko tornay walon ki aulad aqtaydar mein hay,100,-1
 mujhay aqtaydar milay na milay unhain jana hoga unhon nay benazir hukumat kay khatmah kay leyeh tahryk najat ka alan keyah  november  ko parlimant kay mushtarkah ijlas mein apozishan ki janib say zabardast ahtayjaj hua aur sadar kay khaytab ka mokammal tour par batkat keya geya,100,-1
   november  ko sadar farooq ahmad khan leghri nay benazir hukumat ka khatma kar deya aur february  mein election kar waye un election mein mian nawaz sharif ko zabardast kamyabi huie aur woh dobarah wazir e azam bangaye  kay intakhabat kay baad mulki ki tareekh mein pahli martabah koi wazir e azam atna bhari mended lay kar aqtaydar mein ayaiss matabah wazir e azam bantay hi nawaz sharif nay athwein tarmem ka khatma kar deya jis kay tayhat koi sadar hukumat ko khatam kar nay ka akhtayar rakhta tha,100,-1
  mulki satah par unhon nay âqarz utaro mulk sanwaroâ ki iskeem kay tayhat awam say paisay lay kar mulki qarzay utarnay ki mohim shuru ki jo agarchay kamyabi say hamkinar na hosaki lakin awami yaqjehti ka aik mazhar ban kar samnay aye,100,-1
  nawaz sharif dour mein bhi establishment kay sath nawaz sharif ki khan cha tani ka silsila jari raha pehlay chief justice supreme court sajjad ali shah say mian nawaz sharif kay akhtalafat huye jis mein unhain kafi kamyabi rahi iskay baad fouj kay sar barah general jahangir karamat ko unhon nay rukhsat keya,100,-1
  inn kamyabiyon nay unkay ataymad ko barah deya aur unhon nay pak fouj kay dosray sarbarah general pervaiz musharraf ko bhi chand ikhtilafat ki bina par bar taraf kar na chaha lakin iss martaba unhain kamyabi hasil na hosaki,100,-1
  general pervaiz musharraf ki sarbarahi mein unkay khaylaf fouji bagawat huie aur fouj ka kirdar qaumi sayasat mein kam kar nay ki yeh dyanat daranah koshish unkay leyeh afat ban gaie,100,-1
  october  ko fouj ki taraf say nawaz hukumat khatam honay kay bad nawaz sharif par moqadma chala jo âtayara shazish caseâ kay nam say mashoor huya,100,-1
  iss mein agwa aur aqdam e qatal kay ilzamat shamil thay,100,-1
  pervez musharraf  kay sath aik khufia mohaiday kay baad nawaz sharif saudi arab chlay gaye,100,-1
  aik arsa tak nawaz sharif jaddah mein moqem rahay iss kay bad mulk mein jamhuryat ki bahali kay leye unhon nay mohtarma benazir bhutto kay sath milkar koshishon ka agaz keyah aur meshaq jamhuryat ki shakal mein aik tarykhi dasta wyz samnay layeh,100,-1
  august  ko adalat nay sharif khandan ki darkhast par fayslah sunatay huay unki watan wapsi par hukumty aytayrazat rad kartay huyae puray khandan ko watan wapsi ki ayjazat daydi iss say pahlay nawaz sharif ki watan wapsi ki aik koshish nakamy say hamkinar hochuki thie bahar hal iss martabah unhain apnay maqsad mein kamyabi hasil huie aur  november  ko woh apnay khandan kay himrah lahore pahonch gayae,100,-1
  nawaz sharif nay un intaykahbat mein bazat e khud hissah nahi leya magar aik aham quait kay tour par seyasi manzer namay par moujud rahay,100,-1
  wukla tehreek kay daouran mazole chief justice iftekhar muhammad chaudhry ki bahali kay leye nawaz sharif nay bhar pur balkay kalidi kirdar ada keya iss kay alawa nro jaisay badnam zamana qanun ko parliament say manzoor nahi karwanay kay silsilay mein bhi mian sahab ka  kirdar sab say zayadah ahmeyat kay hamil raha,100,-1
  iss waqt woh go mulk ki sarbarahi kay uhday par fayz nahin lakin agar ahmyat kay aitabar say daikha jaye to nawaz shareef ko  pakistani sayasat ki sab say aham saksiyat qarar deya jasakta hai,100,-1
  in ki private zindagi ke is kamzor pehlon ki tasdeeq marcus mabry ne bhi ki hai,100,-1
  condoleezza rice auhd o shabaab mein aik naujawan american footballer rick upchurch se raah o rasam rakhti thin lekin aik arsey tak saath rehne ke bad inhe yeh bataya gaya ke mazkoora naujawan se in ki shadi kamiyab nahi hogi chunache inho ne is se laa talluqi ikhteyar kar ke shadi na karne ka faisla kar liya par wo taa haal qaiym hai,100,-1
   baras ki umar mein jab inho ne apne barey mein khud faisle karne shuru kiye to inho ne is haqiqat ka bhi saamna kiya ke musalsal koshishon ke bawajood wo piano bajane mein itni maharat hasil nahi kar sakin ke inhe â professional pianist â qarar diya ja sake chunache pianist banne ka khayal dil se nikaal kar inho ne shobaa siyasiyat ka rukh kar liya,100,-1
  tahum bad mein barhe paimane par tabahi phelane wale hathiyar baraamad na hone par condoleezza rice ko zabardast tanqeed ka saamna karna parha,100,-1
  condoleezza rice par is hawale se bhi tanqeed ki jati hai ke inho ne he america ke khilaaf sargarmiyon mein mulawwis alqaida ke arkaan ke khilaaf â water boarding â jaise azziyat rasani ke jadeed aur mohlik tariqe istemal karne ki tajveez bush administration se manzoor karai thi,100,-1
 condoleezza rice ke khayalat ke tanazur mein in ka shumar america ke qadamat pasand aur riwayaat pasand logon mein kiya ja sakta hai maslan george bush ki sadarti mohim ke dauran wo aelania kaha karti thi ke â isqaat hamal â par pabandi aaiyd honi chahiye,100,-1
  rice ne isqaat hamal ke khilaaf mohim chalane wale logon aur tanzeemon ko fund dene ki himayat karte hue kaha tha,100,-1
  condoleezza rice ko awaiyl umer mein apni â siyah rangat â ke baiys nasli imtiaz ke waqeyaat ka bhi saamna karna parha tha,100,-1
  inhe hotel mein kam darjey ka kamra diya jata,100,-1
  departmental stores mein goron ko fauqiyat di jati aur restaurant mein inhe qadrey veeraan nashiston par khana khana parhta tha,100,-1
   aur  mein inhe duniya ki sab se taqatwar khatoon qarar diya gaya jab ke  mein inhe mazkora list mein germany ki chancellor angela marker ke bad dosre number par rakha gaya,100,-1
  hindu se shadi hona bohat mushkil amar tha,100,-1
   mein india chor do ( quit india ) tehreek ke dauran bhi wo gandhi ji ke sath giraftar hue aur  month ki jail kaati,100,-1
  allama ne wahin taleem paai aur apni siyasi zindagi ka aaghaz khilafat committee mein shamoliyat se kiya aur isi silsile mein jail bhi gaey,100,-1
  alipur jail mein in ki mulaqat calcutta corporation ke us waqt ke meyar mohammed usman se hui,100,-1
  halan ke mohammed ali jinnah aur mohammed ali jauhar mein siyasi ikhtelafat bhi qaiym rahe,100,-1
  bad azaa isi shehar mein  november  ko inteqal kar gaey,100,-1
  shahbaz sharif ko party ki qayadat sounphney ka faisla say pata chalta hai muslim leage ko sharif naam ki kashish par kitna yaqeen tha kay is be basi kay alam mein bhi inhein apni qayadat kay liye koi aur naam mouzo malom na huwa,100,-1
  may  ko shahbaz sharif nay pakistan wapas aney ki koshish ki magar lahore kay alama iqbal bain ul aqwami hawai adde (alama iqbal international airport) say unhein wapas bhej diya gaya,100,-1
   august  ko mian shahbaz sharif ko dobara agli muddat kay liye chuna gaya nawaz shrif kay mutabiq pakistani hukumat nay inhein apne bhai nawaz shahrif say mutanafir karne ki koshish bhi ki magar na kami hoi shahbaz sharif kay mutabiq woh nawaz sharif ko apne walid ki jaga samjhte hain,100,-1
  march  na ahali kay case mein faisla in kay khalaf aney par shahbaz sharif ko kuch arsa kay liye iqtedar say alag bhi hona para lakin bad aza ye faisla khatam kardiya gaya aur woh aik bar phir suba punjab ki halat sudharne kay mission mein jet gaye in kay halqa e ahbab mein shamil afrad ka kehna hai kay shahbaz sharif is kam kay liye itni mehnat kar rahay hain kay in ki apni sahat kharab ho rahi hai,100,-1
  quaid e azam ko bhi chundrigar ki shakhsiyat par mukammal aitemad ibrahim ismail chundrigar ne  september  ko karachi mein wafaat paai,100,-1
  garmiyon ki chutiyon ke liyeh waten wapas aye to taleem adhori chor di,100,-1
  abhi shamuliyat ikhteyar na ki thi ke unhon ne aik roze apney dost ko alla angrez officer se jhar partey dekhi iss per angrez ki nokri se nafrat ho gaye,100,-1
 khan abdul ghaffar khan (bacha khan) ke barey bhai abdul jabbar khan (doctor khan ) englishtan mein thay unhon ney abdul ghaffar khan ko waheen bolaya lakin walid sahib ney janey na deya keonkey doctor khan sahib ne waheen molazmat ikhteyar ker ke aik angrez khatoon se shadi ker li thi aur un walda ka kheyal tha ke bara beta to hat se geya ab chota beta bhi waheen jaker kisi angrez larki se shadi karey ga aur waheen ka ho rahey ga,100,-1
  iss tarah bacha khan taleem ke liyeh baher na jasake,100,-1
  mein ghazi amanullah khan ke khelaf afghanistan mein sorish huye to khan abdul ghaffar khan (bacha khan) aik wafd ke sath amanullah khan se mulaqat ke liye balochistan ke raste kandahar ja rahe thay ke unhein sibbi mein griftar kar liya gaya,100,-1
   mein sarhad mein angrezon ke khelaf azadi ka ahang intehai taiz ho gaya qissa khawani bazar mein firing huye hazaron ki tadad mein pakhtoon shaheed kiye gaye khan abdul ghaffar khan (bacha khan) ko atmanjai se peshawar atey huye griftar ker liya geya aur agley  saalon mein abdul ghaffar khan sirf chand mah jail aur nazar bandiyon se azad reh sake,100,-1
  iss tehreek ki kamyabi par inhein aur sathiyon ko kai bar tashadud ka nishana banaya gaya aur paband slasal kiya gaya,100,-1
  mein app jail se chutey to issi baras phir mount marlow islahat ke khelaf tahreek chalane ke jurm mein pandrah hazar razakaron samait griftar huye,100,-1
  mein rahai pai to un ka punjab aur sarhad mein dakhla mamnun qarar diya,100,-1
  iss ke baad azadi ki jaddojehad mein congress ke sath rahe,100,-1
"  mein ""hindustan chor doâ ki tahreek mein lathi charj ka shikar hoker app ki do paslian toot gayein",100,-1
  zakhmi halat mein app ko qaid mein dal diya gaya,100,-1
   mein karachi mein peoples party ki bunyad bacha khan ne rakhi lakin iss se pashter ke iss nauzaidah jamat ka dhancah khara hota june  mein griftar ker liye gaye,100,-1
  january  mein reha keye gaye to soba sarhad mein dakhla aur naqlo harkat ki azadi na thi,100,-1
  lakin one unit bana aur phir khan abdul ghaffar khan aur doctor khan sahib ke raste juda hogaye,100,-1
  june  mein apney bhai doctor khan sahab hi ki wazarat aala ke zamane mein griftar ker liye gaye,100,-1
  baghawat aur inteshar phelane ilzam mein moqadmat qaim huay,100,-1
  january  mein rahai pai to national awami party banai october  mein mashalla nafiz hua to masaibka key daur  ka agaz hua,100,-1
   aur  ka darmeyani arsa khan abdul ghaffar khan ney jailon aur jila watni mein guzara,100,-1
  dekha jaye to unki pori zindagi hi jail ke chakker katte huye guzer gae ,100,-1
   se  tak koi ais arsa na tha jab app mosalsal teen saalon tak jail se bahar rahe hon,100,-1
 khan abdul ghaffar khan ne national congress ki hamnawai mein do qaumi nazere musalmanon ke judagana tashkhus aur qiyam pakistan ko kabhi tasleem nahein kiya,100,-1
  qiyam pakistan ke sath hi pakhtunistan ke daye ho gae,100,-1
   mein kabul chale gaye wahan se al india radio kabul per apni taqreron  zareye se pakistan ki mokhalfat aur pakhtunistan qaim ki tahreek chalai,100,-1
  jab russian afwaj  ne afghanistan per hamla kiya to unhon ne afghan mojahideen ki bhi hemayat nahein ki,100,-1
  agarchay khan abdul ghaffar khan zindagi phar apne pakistani hone se inkari rahey aur pakistan ko aik âghulamâ reyasat qarar detey rahey (yahi waja hai key unhon ney dafan hone ke leye afghanistan ki âazadâ sarzamine ka intekhab kiya) iss hawale se unhein iss kitab mein shamil nahein kiya jana chahiye tha,100,-1
 may  mein momin shahi key halqa se qaumi assembly key rukun chuney gae  june  ki hizb e ikhtelaf key leader muntakhib huae  september  ko pakistan democratic party ke leader baney  march  ko sadar yahya khan ne sheikh mujibur rahman ko jo ke awami league ka sarbarah thay mashriqi pakistan mein qaumi assembly ki  nishashton (seats) mein se  nishashtain (seats) hasil ki thin ghair ioni qarar de dia aur sheikh mujibur rahman ko griftar(arrest) kar liya iss waja se yeh hamaray azli dushman bharat se ja mila,100,-1
 yani bharti afwaj ko sheikh mujibur rahman ki hami mosllah tanzeem mukti bahini ka mokammal tawun hasil tha,100,-1
"   april  ko all india radio ne khaber nashar ki ke âmashriqi pakistan"" mein azad hukumat ke qayam ka alan kar diya gaya hai",100,-1
  bharat ko ruse aur bartania ki mukammal hamayat aur madad hasil thi,100,-1
   november  ko bharat ki bari fauj ne mashriqi pakistan par hamla kar dia,100,-1
   november  tak mashriqi pakistan mein jangi halat bahut kharab ho gaye to sadar yahya khan ne majburan bangali rehnuma nurul amin ko aburi daur ke lia wazir azam namzad kar deye aur unke sath zulfiqar ali bhutto ko naib wazir azam aur wazir e kharja bana diya,100,-1
   december  ko saqoot e dhaka ka saneha huwa,100,-1
  pakistan ke do tukrey hojaney ka nurul amin ko be inteha sadma huwa,100,-1
  iss moqa par unhon ne kaha âkash allah tala mujhey pakistan ke iss almiya se pehley hi iss duniya se utha letaâ,100,-1
   october  ko nurul amin inteqal kar gaye,100,-1
  pir pagara ki ibtedai zindagi mushkil halaat mein guzri,100,-1
  wo abhi  saal ke the ke in ke walid syed sabghat ullah shah ko angrez hukomat ne hurriyat pasandi ke jurm mein giriftar kar liya,100,-1
  is ke bad inho ne hur jamat ko angrezon ke khilaf munazzam kiya jis par angrez hukomat ne inhe baghi qarar de kar  march  ko hyderabad jail mein phansi de di aur in ke jasd e khaki ko virsa ke hawale karne ke bajae ghayab kar diya,100,-1
  pir jo goth mein in ke aabaai ghar kangri house aur atraaf ke makanon aur aabaadi ko bombing se tabah kar diya gaya,100,-1
  is ke ilawa in ke mureedon ko jo hur kehlate the  barhi tadad mein phansiyan di gai,100,-1
  us dauran pir pagara ki rohani gaddi ko hamesha ke liye khatam karne ki sazish bhi ki gai ta ke is khitte mein azaadi ka naam lene wala koi baqi na rahe,100,-1
  yehi wajah hai ke  march  se  february  tak kangri house mein takht pagara par koi pir muajood nahi tha,100,-1
  walid ki phansi ke bad sikander ali shah ko in ke chote bhai aur khandan ke deegar afraad ke sath kuch arsey bandar road ( ma jinnah road ) ke aik bungalow mein nazar band rakha gaya aur wahan se aligarh muntaqil kar diya gaya,100,-1
  in ki pesh goiyan aur siyasi tabsarey news papers namak mirch laga kar shaey karte the,100,-1
  marshal law ke khatme ke bad yeh jamhoriyat ki janib pehli peshraft thi jis se bad mein aam intekhabaat ki raah hamwar hui aur jis ke natije mein pakistan muslim league aur peoples party ki hukomatein qaiym hui thin aur mohammad khan junejo miyan mohammad nawaz sharif aur benazir bhutto ko wazarat uzma ke mansab tak pohanchne ka mauqa mila tha,100,-1
  october  mein chohdri muhammad anwar bhander speaker maghribi pakistan ne governor maghribi pakistan nawab of kala bhag malik ameer muhammad khan ko sifarish kar ke unhen additional section judge muqarar kar deya,100,-1
  us commotion ne general asif nawaz jinjuwa ki muat ko fitri qarar diya jab ke bad mein ye baat sabit hoi ke unhen zahar deya gaya tha,100,-1
  august  mein high court ne muhammad nawaz sharif ki  factories seal aur  par excise ka imla mutayan kar deya,100,-1
  is fasle ko unhon ne kaladam qarar de deya,100,-1
  december  ko ayein ke article (g)  ke tehat qayam muqam chief election commissioner justice mukhtar ahmed junejo ne unhen na ehel qarar dete hoye khazat e naamzadgi mustarad kar deye kyun ke un par ilzam tha ke  june  ko haft rozah jaridah âtakbeerâ karachi ko aik interview dete hoye fakhar un nisa judge lahore high court par badunwani ke ilzamat legaye aur nizam e adal par baat cheet karte hoye kaha ke ânizam e adal ki bunyadi kharabi ye hai ken a to ise islami nizam e adal ke usolon par istawar kiya gaya aur na hi angreez ke nizam e adal ki khubiyon se arastah rehne deye gaya,100,-1
 ate jate hukumranon ne adliya ko apne maqasid ke leye istemal karna chaha,100,-1
  arzi aur juzwaqti mafadat ke leye mun zor intezamiya hamesha adalti waqar se khelti rahi,100,-1
  jis tarha burro curacy mein apne hawari paida keye gaye isi tarha adliya mein ye sab se bari badqismati rahi hai,100,-1
  phele adwar mein isi tarha hota tha ke agar  judge leye gaye hain to in mein se aki adh judge aesa ajata tha jis ki hamdardiyan ya wabastagiyan hoti thein,100,-1
  mazi ke tajurbat bataye hain ke ye judge bhi jab masnad e adalat par beth jata tha to amomi muhall ki waja se is ki zaheni kefiyat phele jesi nahi rehti thi aur neek naami ki khatir adala o insaf se nahi khelta tha,100,-1
 munasib tadat mein deyanatdar bakirdar aur khuaf e khuda rakhne wale judges ki kami hamesh hi aik masla rahi hai lekin aj kal jo kuch ho raha hai i sne pore nizam e adal ki choleinholadi hain aur awam ka etemad adalaton se uthta jar aha hai,100,-1
  agar kisi judge ki taqaruri par woqla ki anjumanon qumi akhbaraat ke sahafiyon aur bakhbar logon ko kisi tarha ka tajub  uar heart na ho to wo shkhs theek hai lekin agar kisi shakhs ke taqarur par bar association ke dafatir mein qehqaye gunjane lagein sahafi aur bakhabar log heart se aik dosre ka mun dekhne lagen hata ke aam log bhi cha magoyan karne lagein to aesa judge yaqenan  mayar par pora nahi utarta aur wo munsif bane ka ehel nahi,100,-1
  is tarha ki taqarariyon aur intezamiya ke mafad parastana iqdat ne adliya ke idare ko shaded nuqsan phochya hai aur aaj halat ye ho chuki hai ke adalaton ke eyanon mein aesi awazein aur sazishein nazar aney lagi hain jo aam kisim ke sarkari daftaron ka khasa hoti hain,100,-1
   vote mustarad kar deye gaye,100,-1
  jin arkan ne apna haq e raidahi istamal nahi kiya in mein mulana azam tariq owees laghari raja khalid aur amanabbasi shamil han,100,-1
 blochistan subai assembly ke  memberâs mein se  ne apna haq e raidahi istamal kiya,100,-1
  muhammad rafiq tarar ne nawaz sharif ki jila watni tak bara aham kardar ada kiya,100,-1
  is ke bad  june  ko general parvez musharraf ne unhen bhi sadar e pakistan ke uhde se farigh kar diya aur khud sadar e mumlikat ke uhde par faiz ho gaye,100,-1
 bangladesh ke founder sheikh mujeeb ur rehman ki sahabzadi apni inteqami khou par qaboo pane mien musalsal nakaam dikhai de rahi hain,100,-1
  miss haseena wajid ne na sirf tamam opposition jamaton ko dara dhamka kar unhe qaid o band mien rakh kar unhe election ke amal se bahar rakh kar past ke parliamentary intekhabat mien kamiyabi hasil kar li hai,100,-1
  wo islam pasandon bil khusoos jamaat islami ko dewaar se lagane ki policy par bhi amal peyra hain,100,-1
  mubsireen yeh sawal utha rahe hain ke aaya haseena wajid siyasi madbar politician hone ke bawajood siyasi mukhalfeen se is qadar khaiyf kyun hain  lekin inhe is ka jawab nahi mil raha hai,100,-1
 december  mien jamat e islami ke markazi rehnuma abdul qadir ko phansi diye jane ke bad yeh umeed ki ja rahi thi ke haseena wajid aur in ke sathiyon ka gussa qadre thanda ho chukka ho ga,100,-1
  lekin ab lag raha hai ke jamat e islami ke  sala ameer maulana mutee ur rehman nizami samait aik darjan se zaiyd aeham siyasi karkuno ko phansi ki saza suna kar bangladesh ko danista taur par tabahi ki janib dhakela ja raha hai,100,-1
  abdul qadir ki phansi par bangladesh ke siyasi aur samaji halqon hatta ke zaraey iblaagh ne bhi maslehatan khamoshi ikhteyar kar rakhi thi lekin taza sazaon ke faisle ke bad zaraey iblaagh ne bhi zaban khol di hai,100,-1
 bengali zaraey iblaagh ne ab ki baar haseena wajid ki policy par karhi tanqeed karte hue jamaat ke sarbarah maulana mutee urrehman nizami aur in ke deegar sathiyon ko saza e maut sunae jane ki khule alfaaz mien muzammat ki hai,100,-1
  siyasi samaji aur iblaaghi halqon ki janib se miss haseena wajid ko yeh mashwara diya ja raha hai ke wo apna zehni muaaiyna karaey kyun ke jis qisam ki siyasi inteqami policy inho ne apna rakhi hai wo kisi bhi soorat mien mulk o qaum ke mafaad mien nahi hai,100,-1
 opposition ke musalsal aehtejaaj siyasi inarki aur haseena wajid ki inteqami siyasat ke natijey mien maeshiyat badtareen tabahi se do chaar hui hai,100,-1
  haseena wajid ke iqdamaat ke baiys gher jamhori quwwaton ko siyasat mien madakhlat ka mauqa mil sakta hai,100,-1
  bengali siyasat se ba khabar halqon ka khayal hai ke haseena wajid danista taur par mulk ko fauj ke hawale karne ki sazish kar rahi hain,100,-1
  agar inhe halaat ki nazakat ka mamooli sa bhi idraak ho to yeh andaza lar lena chahiye ke agar ab ki baar fauj ne iqtedar sambhala to haseena wajid apni zindagi ke baqiya ayyam mien siyasat ke qabil bhi nahi rahengi,100,-1
  unhen kamiyab karane ke leye panjab aur sindh ke wozra e aala ne do mehfooz tareen nashistein khali karaein thein aur unhen kamiyab karane ki zimedari qabol kit hi,100,-1
  janab shaukat azizne bhi hasbe riwayat bhohat wade waed keye intakhabi nare lagaye wahan ke awam ko kuch khawab dekhaye lekin natija wohi dhak ke teen pat,100,-1
  wazir e azam muntakheb hone ke bad shaukat azizsahab ne aik bar bhi us elaqe ka dorah nahi kiya,100,-1
 wazir e azam shaukat azizpar us waqat qatilana hamla hoa jab wo abhi wazir e azam nahi bane the yani wo aik intekhabi jalse se  khitab kar ke wapis lot rahe the aur apni gari ke qareb phochne se chand lamhe phele aik zoordar damaka hoa aur wo bal bal bach gaye,100,-1
  ye aik khudkush hamla tha jis mein hamla awar apne maqsad mein kamiyab nahi ho saka,100,-1
  mumkin hai esa hi hoa ho kyun ke wazir e azam shaukat azizaksar o beshtar khzane ki tijoriyon ke bhare hoye hone ka dawa karte the lekin ese bhare hoye khazane ka kia faiedeha jo is mulik ke awam ke muan se roti ka akhari newala bhi cheen lene ke darpe ho,100,-1
  ho sakta ha ke wazir e azam shaukat azizki apni mali position phele se bhetar hogai ho lekin un ke dor e hukumat mein awam ki halat din badin abtar hoti chali ja rahi hai aur log khudkushiyan karne par majboor hen,100,-1
  september ko jab panjub assembly ne perviz musharaf ke donon uhde apne pas rakhne ke bare mein qarardad pass ki to ugle chand roz mein wazir e azam shaukat azizne waze  tor par kha ke sadar ka wardi mein rehna mm ke sath kiye gaye muhaide ki khilaf warzi nahi,100,-1
  dosri taraf awam ki halat ye hai ke un ke mun se roti ka akhiri niwala bhi chena ja raha hai log berozgari aur bhook ke hathon khud kushi karne par majbor hain,100,-1
  insaf ki farhami ki sorat e haal ye hai ke koi jaiz kaam bhi rishwat ke bagher hone ka tasawor bhi khatam ho chukka hai,100,-1
  mulik ka khazana bhara hoa hai lakin is ke samrat awam tak nahi phonche,100,-1
  awam ko is bhare hoye khgazane se kiya matlab jo un se do waqat ki roti bhi chen le,100,-1
 sabiq wazir e azam shaukat azizke dor e hukumat mein  cheeni  ke bad tareen bhoran paida howa,100,-1
   cheeni i ki qemat  rupe se bharh kar  rupe tak ja phonchi wazir e azam samet hukumati aehalkar  cheeni  ki market mein farhami par israr karte rahe aur awam ko indiya dete rahe ke wo chini utility store se khariden,100,-1
  mulik mein aese stores kitne hainawam ki bhari aksariyat aam dokanon se cheeni karedne pay majboor thi aur jin elaqon mein sarkari store the bhi to awam ko waha bhi mushkilat ka samna karna para,100,-1
  utility stores ki chini bhi mili bhaghat se aam dokanon par farokhat hoti rahi aur logon ko mehnghe damon milti rahi aur aj tak mil rahi hai,100,-1
  utility stores par chini ki qemat asal qemat se derah guna ziyadah thi is baat ko hukumat danista nazar andaz karti rahi,100,-1
  hukumat ne sugar mil malikan ko qematein kam karne par majbor nahi kiya balke neb ne tehqiqat karana chahi to sadar perviz musharaf ke humum par ise bhi rok deya gaya kyun ke is mein ba asar hukumati ehalkar mulavis the aur wazirati kursiyon par barjaman the,100,-1
  un ke khilaf tehqiqat se hukumati dhanche par manfi asrat muratab hone ka andesha tha,100,-1
 june  ke akhir mein pakistan steel mills ki farokhat ke silsile mein pakistan ki tarikh ka sab se bara maliyati scandle samne aya jis mein supreme court ko madakhlat karni pari,100,-1
  sirf ye hi nahi kesc ptcl ki nijkari black cab tracketer zarinalit crislar aur railway coachon ke scandles ki baz ghasht bhi pore mulik mein suna di,100,-1
  kisi mamle mein transparanci nahi thi,100,-1
  commission aur kickback ka dor dora raha quomi assase koriyon ke mol farokhat keye gaye,100,-1
  supreme court ke  arkan par mushtamil full bench ne pakistan steel mills ki nijkari ko kaladam qarar de deya,100,-1
  is tarha  saal mein mukamal hone wale sab se bare sanati unit ko aik ghante ki karwai mein farikhat kar deya gaya,100,-1
  august  ko  wazir e azam shaukat aziz ke khilaf tehrik e adam etimad jam karai gayi,100,-1
  is notice mein wazir e azam ke khilaf  nukat par mushtamil charge sheet tayar ki gayi thi aur jis par opposition ke kam o besh tamam arkan ke dastakhat the,100,-1
  charge sheet ein kaha gaya tha ke wazir e azam pakistan steel mills ki privatization mein aain mein deye gaye mandate aur privatization ke qawanin ki khilaf warzi ke zimedar hain,100,-1
  is notice mein  mein stock market corruption  karne ke zimedar brockers ke khilaf karwai na karne ka zimedar bhi wazir e azam ko theraya gaya,100,-1
  chini semint gandum railway arazi scandal samit degar bezabtagiyon ki zimedari bhi wazir e azam par dal de gayi,100,-1
  august  ko ray shumari hoi jis ke natije mein tehrik e adam etemad nakam ho gayi,100,-1
   apne khilaf tehrik e adam etemad nakam hone ke bad se le ka raj tak wazir e azam shaukat aziz gahe bagahe aur phele se ziyadah shadomad ke sath awam ko adaad o shumar ki bhol bholaiyon mein masrof rakhe hoye hain aur zarebubadla ke zakhair ki khushkhabriyan sunane ka fariza anjam de rahe hain,100,-1
   mein jab fazal ul haq ne muslim league party ki policy par amal peyra na hote hue defense council ki rukniyat qabool kar li aur bad mein mustafi hone se inkaar kar diya to us mauqey par hussain shaheed suhrawardy aur khuwaja nazim uddin ne unke khilaf aik mahaz banaya tha,100,-1
   august  ko jab muslim league ne â yom e rast iqdaam â manaya to hindoun ne calcutta mein musalmano ke khoon se holi kheli is mauqey par bahesiyat wazeer e aala apne tadbeer se fasadaat ki aag ko ziyada bharakne nahi diya,100,-1
 is mauqiff par quaid e azam se un ke ikhtelafat itne barhe ke unho ne hindustan mein sakonat ikhteyar kar li aur kuch arsey bad  mein pakistan aa gaey,100,-1
